,Unnamed: 0,neg_prob,pos_prob,neg_vader,neu_vader,pos_vader,sentence,dict,identifier,sentiment,only pos or neg
736,736,0.989503871447914,0.010496128552074815,0.081,0.7979999999999999,0.121,"I need to help educate my brother as he's only done a little research and says things like "" I never feel like the medication is really working"" and ""I don't believe they really know what they are talking about, they don't understand what it even is"" he is very sceptical of the medical community and doesn't trust their advice.",nsubj,1,neu_vader,pos_vader
738,738,0.9997491707306336,0.00025082926934989405,0.306,0.6940000000000001,0.0,Also can medication stop a psychotic episode,nsubj,1,neu_vader,neg_vader
754,754,0.9974190291889018,0.0025809708111161128,0.252,0.748,0.0,The medication has also caused a bit of a snoring problem.,nsubj,1,neu_vader,neg_vader
765,765,0.9998640763224276,0.00013592367759186291,0.14800000000000002,0.852,0.0,I have severe dissociation on a semi-regular basis (medication is helping) and have had a few delusions while high.,nsubj,1,neu_vader,neg_vader
768,768,0.998760498540992,0.0012395014590031686,0.19399999999999998,0.8059999999999999,0.0,What the meds for Schizophrenia do is block a persons Dopamine Receptors so as not to allow too much or too little.,nsubj,1,neu_vader,neg_vader
772,772,0.998834745432588,0.0011652545674300664,0.159,0.841,0.0,I saw the GP yesterday and told her how shit I think the meds are.. She just told me to keep at it for 3-4 weeks &amp; that the side effects will disappear.,nsubj,1,neu_vader,neg_vader
776,776,0.9993733939072316,0.0006266060927711505,0.0,0.915,0.085,"i want to tell her but i am also afraid she""ll think i am using it as an excuse to rationalize my behavior.so i wanted to know first of how much does treatment/meds cost?",nsubj,1,neu_vader,pos_vader
785,785,0.9974357957510084,0.00256420424898232,0.075,0.847,0.078,"She becomes quite paranoid about where the medication came from, the people who are giving it to her (my parents), how the medication was presented to her (e.g.",nsubjpass,1,neu_vader,pos_vader
794,794,0.9996084063530488,0.0003915936469634524,0.17600000000000002,0.8240000000000001,0.0,It occurred to me that these medications are rather unselective in the receptors they antagonize.,nsubj,1,neu_vader,neg_vader
799,799,0.9994315042958362,0.0005684957041749397,0.0,1.0,0.0,"By slew, I've tried the following...

+ Mood stabilisers - sodium valporate, lamotrigine
+ SSRI - sertraline, lexapro
+ SNRI - pristiq
+ MAOI - aurorix
+ AAP - abilify, invega, solian, ziprasidone, seroquel, clozapine, saphris, olanzapine

The only medications out of the above that really worked for me were ziprasidone and olanzapine.",nsubj,1,neu_vader,pos_vader
802,802,0.9999823080384208,1.7691961576857046e-05,0.0,0.7559999999999999,0.244,I just don't think the meds have been useful at all.,nsubj,1,neu_vader,pos_vader
809,809,0.9998960550936548,0.00010394490635594912,0.073,0.731,0.196,Potential side effects don't stop docs from prescribing other types of medications (and pretty much every medication has potentially unwanted side effects).,pobj_nsubj,1,neu_vader,pos_vader
826,826,0.9999556223330734,4.437766693021688e-05,0.309,0.691,0.0,"They say that they will always be there, all the medicine will do is block me from hearing their warnings about danger.",nsubj,1,neu_vader,neg_vader
827,827,0.9999867503857354,1.3249614250619505e-05,0.467,0.5329999999999999,0.0,The medicine will poison me.,nsubj,1,neu_vader,neg_vader
837,837,0.9999403819680536,5.961803193566129e-05,0.0,0.735,0.265,"And I know its actually me trying to get help, but I know meds and therapists can't help me.",nsubj,1,neu_vader,pos_vader
841,841,0.9999923073004121,7.692699572584381e-06,0.0,1.0,0.0,How has medicine helped you?,nsubj,1,neu_vader,pos_vader
843,843,0.9925063844123498,0.007493615587633283,0.184,0.722,0.094,"Recently, I was diagnosed with a psychotic disorder and even though my medicine helps most of my symptoms, I still feel unmotivated for the most part.",nsubj,1,neu_vader,neg_vader
849,849,0.999974635060482,2.536493952285119e-05,0.079,0.733,0.188,"The meds are blocking them, trying to make me like everyone else, pretending they don't exist, we're hurting them because we're not protecting them as we're supposed to.",nsubj,1,neu_vader,pos_vader
851,851,0.9979264520613832,0.0020735479386270253,0.0,0.736,0.264,"He said meds are a future option, but he's going to have to make sure I need them, after a good amount of time.",nsubj,1,neu_vader,pos_vader
854,854,0.9981336565196476,0.0018663434803695856,0.0,1.0,0.0,"For first-episode patients, in case of full remission, it has been suggested that medication should be tapered or discontinued within six months to two years
(Dixon et al., 1995).",nsubjpass,1,neu_vader,pos_vader
867,867,0.9997745131150678,0.00022548688494908575,0.413,0.5870000000000001,0.0,"My medications are poisoned I absolutely can't take them, and If i try and kill myself before they kill me i'll end up in one of those damn cheesy hospitals (seriously, I hate those things).",nsubjpass,1,neu_vader,neg_vader
885,885,0.9997852437808811,0.0002147562191237869,0.25,0.625,0.125,"The only medication I'm on is for seizures, although I have some benzos on hand for when I have a panic attack.",nsubj,1,neu_vader,neg_vader
890,890,0.999894390781908,0.00010560921810337114,0.163,0.741,0.096,My meds hardly work anymore and I just want it all to stop.,nsubj,1,neu_vader,neg_vader
894,894,0.9998634238476328,0.000136576152366456,0.0,0.8809999999999999,0.11900000000000001,"Like the meds make the sounds.. transparent, but the people are still there, floating.",nsubj,1,neu_vader,pos_vader
896,896,0.9999676227190868,3.237728093238173e-05,0.355,0.645,0.0,Pain medications do not work at all.,nsubj,1,neu_vader,neg_vader
898,898,0.9997790378418828,0.0002209621581129399,0.34299999999999997,0.657,0.0,My medication makes me feel restricted even at such a low dose.,nsubj,1,neu_vader,neg_vader
908,908,0.9999774024087896,2.259759122242351e-05,0.391,0.609,0.0,But the medication made me feel so bad.,nsubj,1,neu_vader,neg_vader
914,914,0.9998437714842012,0.00015622851581182504,0.0,1.0,0.0,Did meds make a difference?,nsubj,1,neu_vader,pos_vader
924,924,0.9998480106049464,0.00015198939506986796,0.161,0.8390000000000001,0.0,I think the medication helped with the auditory hallucinations but he was beyond paranoid still.,nsubj,1,neu_vader,neg_vader
926,926,0.9998828808404332,0.00011711915956485145,0.083,0.917,0.0,It is to the point now where I beg him to take his medication and he yells at me saying the medication isn't going to help him.,nsubj,1,neu_vader,neg_vader
927,927,0.9943911306781592,0.0056088693218311145,0.127,0.794,0.079,"I try to explain to him that medication can take a very long time to get adjusted in the system, maybe even a year(not sure if true, but for my bipolar medications I've been told this before so I'm just trying to help)

He is really bad at communicating what he is experiencing one because its so unbelievable and second he claims sometimes if he explains exactly whats happening to him he will die.",nsubj_pobj,1,neu_vader,neg_vader
934,934,0.99673181542218,0.0032681845778116912,0.375,0.564,0.061,"A large part of my illness is delusions however; my medications are poisoned, snipers are trying to kill me, the government has a plot to kill me... stuff like that.",nsubjpass,1,neu_vader,neg_vader
942,942,0.9998518952215524,0.00014810477844408228,0.0,1.0,0.0,She says her meds have subsided the voices and rarely hears them now for the past 5 months.,nsubj,1,neu_vader,pos_vader
955,955,0.9991167710979162,0.0008832289020893391,0.184,0.816,0.0,"Recently, he informed my parents that medication won't help much in my case, and that I need training, work, and living independently, and that he will work on providing all these via mental illness help programs.",nsubj,1,neu_vader,neg_vader
962,962,0.9976214257388344,0.00237857426116889,0.0,0.748,0.252,"The meds help with the psychosis, but there's so many aspects of my life they don't help with.",nsubj,1,neu_vader,pos_vader
965,965,0.9999759198098062,2.4080190185319546e-05,0.0,1.0,0.0,The mainline medication is Abilify 10mg daily now.,nsubj,1,neu_vader,pos_vader
966,966,0.9999372850958737,6.271490414187837e-05,0.0,0.737,0.263,Mental disease medication is tailored like most others.,nsubjpass,1,neu_vader,pos_vader
971,971,0.9999715263148968,2.847368509722561e-05,0.0,0.685,0.315,And is medication the only solution?,nsubj,1,neu_vader,pos_vader
978,978,0.9999633976621416,3.660233787381061e-05,0.256,0.7440000000000001,0.0,"I don't take medication, which I should, but medication scares me too.",nsubj,1,neu_vader,neg_vader
982,982,0.9999014746883712,9.852531161091922e-05,0.0,0.757,0.243,"The medicine really helps, all of my hallucinations feels like they are really far away from me and it doesn't scare me when i don't do what they say.",nsubj,1,neu_vader,pos_vader
992,992,0.9998478485261644,0.0001521514738393935,0.145,0.855,0.0,The medication turned me into an emotionless zombie and I refused to take it anymore.,nsubj,1,neu_vader,neg_vader
1012,1012,0.9999637480784576,3.6251921539883915e-05,0.0,1.0,0.0,If medication is bombing you out too much speak to your doctor about changing medications or reducing the dosage.,nsubj_dobj,1,neu_vader,pos_vader
1014,1014,0.9998473695610424,0.00015263043897385703,0.0,1.0,0.0,"I'm wondering; because, I thought my most recent meds took all my symptoms away.",nsubj,1,neu_vader,pos_vader
1032,1032,0.9951349794091692,0.004865020590848107,0.0,0.787,0.213,"That the medication you started taking that coincided with the onset of lacking passion was supposed to help, even if just a little bit.",nsubjpass,1,neu_vader,pos_vader
1033,1033,0.9998960843437796,0.00010391565620244702,0.128,0.872,0.0,"If there was one thing that the medicine did do, it was to make me apathetic.",nsubj,1,neu_vader,neg_vader
1042,1042,0.999880206995175,0.00011979300483305112,0.284,0.6659999999999999,0.05,"The medication simply made me not care, but knowing that it would not get better would cause me to not want to deal with the terrible side effects the drugs have to be worth having that apathy.",nsubj,1,neu_vader,neg_vader
1054,1054,0.99999176044481,8.239555204010379e-06,0.111,0.735,0.154,"My meds got increased, and now they're gone, and I feel kinda empty.",nsubj,1,neu_vader,pos_vader
1057,1057,0.9999153336692002,8.466633079506523e-05,0.185,0.815,0.0,"This sucks, as you know, because these meds make you crave food.",nsubj,1,neu_vader,neg_vader
1066,1066,0.9999196691744272,8.033082557624945e-05,0.0,1.0,0.0,Will the medication ever give up one me.,nsubj,1,neu_vader,pos_vader
