,Unnamed: 0,neg_prob,pos_prob,neg_vader,neu_vader,pos_vader,sentence,dict,identifier,sentiment,only pos or neg
579,579,0.9998830837503594,0.0001169162496304184,0.0,0.795,0.205,"The only thing I have are my meds, parents, and my handful of friends.",attr,0,neu_vader,pos_vader
638,638,0.999971427790588,2.8572209405712012e-05,0.28800000000000003,0.523,0.19,"No meds, no therapist (I've given up hope on that matter).",ROOT,0,neu_vader,neg_vader
641,641,0.9999390978766004,6.09021233991375e-05,0.29100000000000004,0.7090000000000001,0.0,I don't know if its the negative symptoms or the meds.,conj,0,neu_vader,neg_vader
648,648,0.9877575597064754,0.012242440293543702,0.2,0.8,0.0,"He sees a psychologist occasionally for stress, but as far as I know he has not been diagnosed with any kind of disorder or prescribed any medication.",conj,0,neu_vader,neg_vader
653,653,0.9999546327284236,4.536727155783072e-05,0.0,0.6920000000000001,0.308,"We are headed back tomorrow, but for tonight I am medication free.",npadvmod,0,neu_vader,pos_vader
660,660,0.9997948577567156,0.0002051422432690509,0.0,1.0,0.0,Ways to cope with every day life and our symptoms and medication discussion.,compound,0,neu_vader,pos_vader
682,682,0.9997700679156708,0.00022993208431588364,0.0,1.0,0.0,"What kinds of questions should we expect besides what meds he's on, what his issues are?",pcomp,0,neu_vader,pos_vader
683,683,0.9999973849758488,2.615024144299841e-06,0.327,0.6729999999999999,0.0,I'm having bad anxiety and my medicine give me restless leg syndrome so I feel as if I will explode.,conj,0,neu_vader,neg_vader
695,695,0.9841781343007604,0.015821865699224197,0.0,1.0,0.0,I understand it now and after months of treatment and medicine changes I am able to live a normal life.,conj,0,neu_vader,pos_vader
696,696,0.9997467886236066,0.00025321137640537913,0.0,1.0,0.0,"My question - for those here that have gone through this process, either as a patient or a parent - how long did you have to wait until you had a diagnosis and meds?",conj,0,neu_vader,pos_vader
712,712,0.9997832935260236,0.00021670647397333207,0.0,1.0,0.0,I think part of it is my shrink doesn't understand and my current meds AREN'T working.,amod,0,neu_vader,pos_vader
717,717,0.999968132221502,3.186777849241448e-05,0.14400000000000002,0.726,0.13,I just would like a general idea if there is a medicine (anti-psychotic) that does not cause weight gain.,attr,0,neu_vader,neg_vader
718,718,0.999683971168557,0.0003160288314372502,0.0,0.899,0.10099999999999999,I know these are only things a doctor can answer but the last time I went I felt like he was judging me and it put me off going back to get a medicine change.,compound,0,neu_vader,pos_vader
726,726,0.9999448372826796,5.5162717323071715e-05,0.0,0.821,0.179,When on an appropriate dose or different medicine she does very well.,conj,0,neu_vader,pos_vader
757,757,0.9997101162911852,0.0002898837088107833,0.0,0.8959999999999999,0.10400000000000001,"I'm guessing this will generally be medication and therapy, but do you feel like it was a choice to acknowledge you were dealing with schizophrenia or was it something else?",attr,0,neu_vader,pos_vader
761,761,0.9991016250003438,0.0008983749996601627,0.129,0.871,0.0,"Either way, I think me looking sad has more to do with my medication change from Clozapine at night to in the morning.",compound,0,neu_vader,neg_vader
766,766,0.9994071513215128,0.0005928486784718197,0.0,1.0,0.0,"Foster subscribes to a branch of medicine called ""orthomolecular medicine.""",oprd,0,neu_vader,pos_vader
781,781,0.9998191106092348,0.00018088939077578063,0.11599999999999999,0.884,0.0,I feel as if I'll never break the med working --&gt; not working --&gt; increase meds cycle.,compound,0,neu_vader,neg_vader
786,786,0.9996431014436196,0.0003568985563937029,0.053,0.9470000000000001,0.0,"However, she is paranoid/delusional enough of our parents that she won't allow them to have access to any of her PHI, including where she is staying, further medication and diagnoses, etc.",conj,0,neu_vader,neg_vader
787,787,0.9848026817546416,0.015197318245350788,0.10400000000000001,0.731,0.165,"Though it is not related Schizophrenia, I do have a decent understanding of how the disorder progresses, prognosis, recommended cognitive/behavioral/medication treatment, and the like.",compound,0,neu_vader,pos_vader
793,793,0.9999475931296514,5.240687033660568e-05,0.0,1.0,0.0,"Because I am totally sane and came to them for candy they call meds, I guess.",oprd,0,neu_vader,pos_vader
795,795,0.9999936598363192,6.340163661566103e-06,0.11699999999999999,0.7829999999999999,0.1,"If you find an error with this hypothesis please let me know

Sources
http://www.ncbi.nlm.nih.gov/pubmed/15118803
http://www.nimh.nih.gov/health/publications/mental-health-medications/index.shtml
What I already knew about Neuroscience.",appos,0,neu_vader,neg_vader
801,801,0.999898386646782,0.00010161335320880688,0.177,0.823,0.0,I've stopped taking the sertraline and lamotrigine and the only medication I intend to use is olanzapine when I feel things are going crazy.,conj,0,neu_vader,neg_vader
817,817,0.9999668067173616,3.319328262260781e-05,0.184,0.6920000000000001,0.125,Are there any other medications other than risperidone that help more with negative symptoms and cognitive function?,attr,0,neu_vader,neg_vader
836,836,0.9998207534074488,0.00017924659256913445,0.0,0.7340000000000001,0.266,Is there a better medication that has worked for you?,attr,0,neu_vader,pos_vader
844,844,0.9994952246530608,0.0005047753469349626,0.0,1.0,0.0,I work at a residential treatment facility which is an alternative to hospitalization/medication.,relcl,0,neu_vader,pos_vader
850,850,0.9999736761977148,2.6323802279684186e-05,0.524,0.47600000000000003,0.0,"No meds or anything, no hospitalization.",ROOT,0,neg_vader,neg_vader
860,860,0.9998940233383437,0.00010597666166570373,0.28300000000000003,0.7170000000000001,0.0,I know that is simply the medication makin' magic and if I go off I'll be trapped in the chaos once again.,compound,0,neu_vader,neg_vader
861,861,0.999924700808946,7.529919106348529e-05,0.23199999999999998,0.628,0.14,"What good is Pharmaceutical medication if all it does is exacerbate my weakness, my fatigue etc.",attr,0,neu_vader,neg_vader
862,862,0.9438216832821852,0.05617831671781255,0.0,0.953,0.047,"Most of the time it's pretty unintelligible so it's more of a novelty, but it seems such a separate aspect from the dialogues I'm used to hearing (I've been off meds for quite a while- I'm ""used"" to my normal ""tribunal"", but I don't think they're getting worse...).",attr,0,neu_vader,pos_vader
864,864,0.9962592574639098,0.003740742536074879,0.205,0.75,0.045,"I then hit the wall flipped out lost my job became compulsive couldnt sit still, didnt realize it was the medication until I was on my knees two days crying to gid to make it stop, a god im not sure even exists.",attr,0,neu_vader,neg_vader
880,880,0.9973732774995836,0.002626722500406439,0.0,0.8859999999999999,0.114,I've been diagnosed with psychosis/schizophrenia and my medication has been changed a substantial amount of times.,conj,0,neu_vader,pos_vader
889,889,0.999971757315286,2.8242684706985908e-05,0.0,1.0,0.0,"**TL;DR**

My pdoc thinks I'm psychotic and need anti-psych meds.",advmod,0,neu_vader,pos_vader
901,901,0.9999191317099001,8.086829008765904e-05,0.198,0.706,0.096,"But I do have one big problem that I can't get over and that's pretty bad memory loss, I'd say it's gone from mild to moderate pretty fast (a few months) I'm not sure if this is related to schizophrenia, meds or some other health problem (definitely not aging because I'm not old enough for dementia).",conj,0,neu_vader,neg_vader
911,911,0.9998749807075612,0.00012501929244945395,0.132,0.868,0.0,"I told my dad, and he was mad at me and told me to go to sleep and thought I wanted attention and/or meds.",conj,0,neu_vader,neg_vader
937,937,0.9991809322276696,0.0008190677723128367,0.054000000000000006,0.557,0.39,"If you can get a great support system under you belt, great therapist, trust medication, and have a routine and a team to help you then this will help develop your own personal coping skills for any problem.",appos,0,neu_vader,pos_vader
940,940,0.9997547921381942,0.00024520786181532727,0.09300000000000001,0.825,0.08199999999999999,The problem is that both Olanzapine and Quetiapine have heavy side-effects for him and Clozapine is the only medication he really took well up to now.,attr,0,neu_vader,neg_vader
945,945,0.9992911294002575,0.0007088705997267182,0.111,0.889,0.0,I feel as though I'm a psychopath I don't feel love or any emotion anymore maybe it's the meds the doctor has me on I can't seem to put a finger on it.,attr,0,neu_vader,neg_vader
948,948,0.9917054877771234,0.008294512222881885,0.139,0.861,0.0,"Doing some research for university, came across using psycho-education as a form of medication adherence for people taking neuroleptics or, sufferers of schizophrenia.",compound,0,neu_vader,neg_vader
973,973,0.9999649577739064,3.504222609027609e-05,0.316,0.526,0.158,I am not any medications daily to treat my depression or my anxiety.,attr,0,neu_vader,neg_vader
996,996,0.9997009055185284,0.00029909448146330897,0.27899999999999997,0.6459999999999999,0.075,"I had previously mentioned Buspirone, an anti-anxiety medication that didn't work for me, it amplified an overwhelming and negative urge to commit suicide.",appos,0,neu_vader,neg_vader
1016,1016,0.9998680326593506,0.0001319673406359785,0.12300000000000001,0.877,0.0,"I think they are planning to put me on clozaril ,since I am medication resistant and have frequent suicidal episodes, so anyone here been able to get rid of all or most of their symptoms?",npadvmod,0,neu_vader,neg_vader
1018,1018,0.9998186086536078,0.00018139134641024848,0.207,0.431,0.36200000000000004,":/

It's the best medication for me.",attr,0,neu_vader,pos_vader
1035,1035,0.9999683825395632,3.1617460420690315e-05,0.255,0.745,0.0,There are almost no studies that followed patients that had refused medication long term.,npadvmod,0,neu_vader,neg_vader
1053,1053,0.999525387236289,0.00047461276369914246,0.14400000000000002,0.784,0.073,"But then he was diagnosed with paranoid schizophrenia and the medication he was on was good for about 5 years, but then it stopped working.",conj,0,neu_vader,neg_vader
1061,1061,0.997538857637134,0.002461142362881525,0.045,0.955,0.0,"I remembered talking about my medicine choices with the nurse and the psychiatrist told her she didn't want him on a mood stabilizer, she wanted me on an antipsychotic.",compound,0,neu_vader,neg_vader
1103,1103,0.9992718193463672,0.0007281806536224866,0.0,0.8959999999999999,0.10400000000000001,Well I've been hearing voices since last year and I've been to a psychiatrist and the meds he prescribed helped.,conj,0,neu_vader,pos_vader
1121,1121,0.999946408377712,5.359162228718264e-05,0.0,1.0,0.0,"I've tried so, so many different medicine.",appos,0,neu_vader,pos_vader
1127,1127,0.9997065313450609,0.00029346865493196366,0.073,0.78,0.147,I read it can be a side effect to some medicine and it started when she started taking the medicine so I'm pretty sure it's the medicine.I don't see the problem but she is freaked out.,attr,0,neu_vader,pos_vader
1134,1134,0.8371305364725011,0.16286946352751486,0.11199999999999999,0.821,0.067,"have you guys ever felt that desperation you know the one where you are the only person in the world that can truly understand you and your experiences, how everyone always peers inside the room that is you and takes small pieces of information out of that room and compares it to their experiences, kind of like comparing an apple to an orange and they completely misunderstand the point you are trying to make, for example while you read this you will project your own ideas into this because that's the only way people seem to understand things, that desperation then becomes depression, and its like oil to a flame, and everything just goes to shit delusions rise, hallucinations worsen, the placebo of the sanctuary ( medication) no longer works unless its in high doses you know what i mean( kind of like when you drink alcohol and one beer is not enough so you end up drinking and drinking until you go numb and forget who you are but you never truly forget who you are its always there like your shadow just waiting for you to notice it), soon after nothing seems real, you know its a dream and you lose the will to go on, you make excuses and argue with yourself about meaning.",appos,0,neu_vader,neg_vader
1155,1155,0.9999729034533557,2.7096546646866495e-05,0.0,1.0,0.0,I believe he needs some meds and assistance.,amod,0,neu_vader,pos_vader
1167,1167,0.9999822419902432,1.775800974948347e-05,0.0,0.78,0.22,So how soon can one usually discontinue one's medication WITH doctor's approval?,compound,0,neu_vader,pos_vader
1171,1171,0.9997701470407534,0.00022985295924000512,0.14300000000000002,0.857,0.0,"I would not have sought treatment, therapy, or medication until my parents threatened to kick me out of their house.",conj,0,neu_vader,neg_vader
1172,1172,0.9994953941596656,0.0005046058403228116,0.0,1.0,0.0,"I was eventually on a regimen with anti-psychotic, stimulant, and anti-anxiety medications.",conj,0,neu_vader,pos_vader
1179,1179,0.9994716590704152,0.0005283409295850294,0.24100000000000002,0.759,0.0,"For myself, I experience minor memory problems that my doctor says may be due to my illness or the medication.",conj,0,neu_vader,neg_vader
1192,1192,0.9998140146817894,0.00018598531822420168,0.0,0.784,0.21600000000000003,I have been telling people for the last couple years that I am medication free.,npadvmod,0,neu_vader,pos_vader
1199,1199,0.9943671348381992,0.0056328651618061006,0.125,0.875,0.0,"Right now we are taking a more cautious approach to his medication plan, slowly putting him on an atypical antipsychotic to try to get his severe intrusive thoughts and the hallucinations under control.",compound,0,neu_vader,neg_vader
1209,1209,0.9887595147426133,0.011240485257388327,0.3,0.7,0.0,"The book tells the story of how he fell in-love on a psychiatric ward, whilst detailing the horrors of medication addiction and severe mental illness.",compound,0,neu_vader,neg_vader
1216,1216,0.9998151020190612,0.00018489798095061322,0.092,0.652,0.256,Now it helps me to be comfortable in my mind (i do not recommend it as medication esp.,compound,0,neu_vader,pos_vader
1226,1226,0.9999785688210496,2.1431178955730746e-05,0.11900000000000001,0.8809999999999999,0.0,"I read this article: http://www.nytimes.com/2014/08/13/opinion/the-schizophrenia-penalty-.html?_r=0

It is about stigma and medication in America and I was shocked from what I read.",conj,0,neu_vader,neg_vader
1231,1231,0.9999820841152498,1.7915884757426692e-05,0.0,1.0,0.0,But I'm not on enough meds right now and this is how I feel.,attr,0,neu_vader,pos_vader
1235,1235,0.9999822801959842,1.7719804012104582e-05,0.32799999999999996,0.672,0.0,Since then there are no meds being taken and no counseling.,attr,0,neu_vader,neg_vader
1253,1253,0.9999590972001664,4.090279984328992e-05,0.102,0.898,0.0,"I'm not sure what meds he's on, but I'd say they aren't working properly.",ccomp,0,neu_vader,neg_vader
1265,1265,0.9987615506997596,0.0012384493002436405,0.062,0.705,0.233,"He's back again after his latest episode, and is reluctantly accepting help and meds, albeit at a very slow rate.",conj,0,neu_vader,pos_vader
1267,1267,0.9999400642071324,5.9935792849680394e-05,0.17800000000000002,0.649,0.17300000000000001,"After hospitalisation and medication, I got depressed and went back to drug use pretty quickly.",conj,0,neu_vader,neg_vader
1273,1273,0.99997153663022,2.846336977102422e-05,0.0,1.0,0.0,I've been off all meds for 3 months now.,npadvmod,0,neu_vader,pos_vader
1293,1293,0.9999870845511302,1.2915448877362649e-05,0.0,1.0,0.0,There is other medicines then just one correct?,attr,0,neu_vader,pos_vader
1297,1297,0.994911707534366,0.0050882924656178285,0.034,0.732,0.23399999999999999,"I've started seroquel as my new med, I've been on it for a month and a bit, and I've been starting to get a bit better but now it feels like symptoms still breakthrough and they're doing it a lot harder now, are meds just a false hope, I was pretty much better for a week and a half (maybe 2) and it feels like everything is coming back, especially paranoia (not so much the people inside my head).",attr,0,neu_vader,pos_vader
1302,1302,0.9988756743637872,0.0011243256361971898,0.085,0.8009999999999999,0.114,"**


Areas to address:

--paranoia/delusions/hallucinations - tips on how to manage and address

--avolition/lack of motivation/interest - tips on self care, reminders for gentle exercise &amp; sunshine etc, reminders to shower, eat &amp; drink water etc, other methods to tackle it

-- medication tracker

--mood/symptom tracker

--tab with connection to fitbrains/lumosity/chess/sudoku/crosswords to address cognitive difficulties 

--in built chat to connect with other users when you need help/someone to talk to asap

-- emergency help tab with connections to crisis services 

-- appointment tracker ie doctors/therapy etc 

Name is pending, although I have one idea.",compound,0,neu_vader,pos_vader
1304,1304,0.9977796603241902,0.002220339675802616,0.0,0.9,0.1,I take 25mg of seroquel in the morning and 225mg of seroquel at night as well as some other unrelated meds.,npadvmod,0,neu_vader,pos_vader
1309,1309,0.9986659756399259,0.0013340243600928124,0.0,0.9079999999999999,0.092,"I started Clozapine but that made me wet the bed every other night so I immediately got off and now I'm off meds completely, just for a week now.. my doctor thought that as safe I suppose or he wouldn't have done it.",npadvmod,0,neu_vader,pos_vader
1316,1316,0.9997887112496632,0.00021128875034652858,0.11599999999999999,0.7759999999999999,0.10800000000000001,"Has anyone ever had experience with being on ADHD (stimulant) medication and having a mental illness like schizophrenia, or even bipolar?",conj,0,neu_vader,neg_vader
1361,1361,0.9999448179208278,5.518207918323916e-05,0.0,0.649,0.35100000000000003,He's convinced that marijuana is the only medicine that will help him.,attr,0,neu_vader,pos_vader
1362,1362,0.9998141888282991,0.00018581117168624056,0.0,0.9229999999999999,0.077,"We tried to at least get him to take that long release medicine shot, but he has to consent and refuses to do it each time hes been hospitalized.",compound,0,neu_vader,pos_vader
1366,1366,0.999568666962766,0.00043133303722431656,0.258,0.664,0.078,"(I think this is bc he doesn't get a desired result, so someone had to have messed with it) All other medications he's convinced will kill him quickly.",dep,0,neu_vader,neg_vader
1367,1367,0.9999555869615802,4.441303840230294e-05,0.159,0.841,0.0,He thinks has anxiety and refuses all treatment and medications.,conj,0,neu_vader,neg_vader
1382,1382,0.9999867415834252,1.3258416562316466e-05,0.0,0.8909999999999999,0.109,I'm patiently waiting to gradually have my meds reduced and am hoping to one day be completely off meds and not have any symptoms.,attr,0,neu_vader,pos_vader
1402,1402,0.9998544033963832,0.00014559660362019097,0.182,0.818,0.0,"I'm not any medication at the moment, much too scared to be on anti-psychotics.",attr,0,neu_vader,neg_vader
1409,1409,0.9969754446424864,0.003024555357529655,0.0,1.0,0.0,"flash forward a couple years, 2 other medications, and a new doctor and I'm back on it but at a higher dose and this time in shot form once a month.",conj,0,neu_vader,pos_vader
1418,1418,0.9997668797458634,0.00023312025412928296,0.085,0.813,0.102,"She asked me what meds I'm on and if I'd like to stay on them or follow a ""rigorous health balance holistic approach.""",ccomp,0,neu_vader,pos_vader
1423,1423,0.9999921354014508,7.864598553563933e-06,0.0,1.0,0.0,Can anyone give me some tips or meds recommendations for reducing neg symptoms?,amod,0,neu_vader,pos_vader
1425,1425,0.9952137696931748,0.00478623030682943,0.086,0.914,0.0,"I'm undiagnosed something, I don't have the money for a doctor or medication, and I'm really too full of myself to degrade my own image to ask for advice from people that know me.",conj,0,neu_vader,neg_vader
